alpha,M,z,p,T,Re,rho
2.24161932543685,0.577365431765075,2057.72473028389,78927.0926291365,274.774789253155,11007635.7397037,1.00083307534322
-4.77952746662662,0.56336924438235,8380.13292264441,33685.1478035928,233.679136002811,5606825.38748818,0.50225947239075
-2.05548384601117,0.709813040935845,565.641248258331,94711.8308444723,284.473331886321,15557720.1121579,1.16004568871885
-4.61829315513206,0.686650403292295,2523.32493172567,74463.9058229223,271.748387943783,12521355.046511,0.954753519708898
-4.09893488277185,0.674436151024022,5296.69383258023,51912.206680791,253.721490088228,9336017.27196423,0.712885312224504
3.49336642776079,0.695194732832758,1621.22493642827,83305.7050257305,277.612037913216,13812757.8448297,1.04555979372163
2.10224969032476,0.511781911524017,5662.77080868774,49403.9138081558,251.34198974353,6821591.23704358,0.684863392571543
-1.73585151348152,0.598281639212449,7031.38890551011,40879.5813464783,242.445972114184,6901401.05531282,0.587489378730837
4.56936584554646,0.631860584778229,4394.12895090909,58539.3531777496,259.588161819091,9587135.74498099,0.785723922143628
-4.74272380649125,0.566669087330531,5766.37741705465,48712.1361586448,250.668546789145,7472319.03043787,0.677087881962148
-0.523632974221965,0.711263207614166,7019.36068919487,40948.9158641591,242.524155520233,8215298.81866727,0.58829607609862
-1.15529177058366,0.756017265772955,1866.80274555928,80818.731254511,276.015782153865,14677091.5077593,1.02021226248077
2.84468688475392,0.5774945780626,5391.93478871191,51249.9291739621,253.102423873373,7916101.6063768,0.705512073948806
3.19753096511683,0.717015367327276,943.552297897441,90491.6351809803,282.016910063667,15177014.9837447,1.11801005149095
-2.979264285643,0.538373917886593,4581.72105682443,57108.4974016676,258.368813130641,8015728.48451494,0.770136452147062
-0.00677816958125188,0.750030313480559,7468.91387898804,38421.3899219027,239.602059786578,8252144.7229461,0.558716378969858
-0.443085628794951,0.538758080864308,8311.03655937423,34026.8193115321,234.128262364067,5403296.74018708,0.506380613953079
1.5137425804676,0.673699378913818,4369.22686606468,58731.4560155864,259.75002537058,10247562.4456531,0.787811100422599
2.28361029822997,0.602718031477605,2283.89224735992,76732.8004164758,273.30470039216,11245926.1895517,0.978242162387016
2.73771614768342,0.738839816836425,5794.48657194879,48525.8115109962,250.485837282333,9714170.5968146,0.674990030250323
-2.06779783843283,0.644382752146688,8290.89340497919,34126.9507816815,234.259192867635,6477117.26494028,0.507586875776934
1.9381407201771,0.640516177964966,4486.12935975402,57834.0387788477,258.990159161599,9628900.87330033,0.778049532697317
1.64209718001152,0.760667883092451,8749.12481518115,31907.2326642925,231.280688701323,7263890.22451255,0.480684046384993
-3.3161376357935,0.5986395614411,1582.00649884997,83708.5464736155,277.866957757475,11938273.950213,1.04965195462036
-3.78998050925561,0.630765019453876,936.12299223487,90573.1053356298,282.065200550473,13360553.8665072,1.11882502321979
0.0644975548087912,0.788937452467906,2469.91602552238,74965.2453376753,272.095545834104,14460589.4778401,0.959955200516751
4.67316367247617,0.510538040327234,3362.67064576645,66934.9605144793,266.292640802518,8581529.2856569,0.875790631307493
-1.49500728686043,0.791745798682176,3603.47955565707,64892.781712322,264.727382888229,12996894.3049164,0.854090874256716
0.934129754193847,0.551618921694953,2619.42714701828,73568.650759407,271.123723544381,9966419.79992867,0.945448123496886
-2.62617371647791,0.69708794991384,6101.48253911451,46528.1576388315,248.490363495756,8875814.47952202,0.65240040888941
2.70600541490593,0.673136399298563,803.355273949526,92039.0874962031,282.928190719328,14434248.5251136,1.13346601695925
-2.30094615964862,0.699675154487682,3422.89389869579,66419.4252538184,265.901189658477,11691413.5235141,0.870324697235209
0.126261620170642,0.601492971581642,2460.01740980238,75058.4613051732,272.159886836284,11035361.4240608,0.960921638025553
2.18027443340617,0.685627754884537,2567.01837649604,74055.7856303674,271.464380552776,12450289.0985885,0.950514121373463
3.9803643792696,0.740252227363173,884.783259687427,91137.7243704175,282.398908812032,15754374.7926675,1.12446926165723
4.65668687360062,0.504714060727273,5318.99727760278,51756.497245513,253.576517695582,6970599.64369868,0.711153392336885
0.580631813182807,0.523236961151826,2346.31566825749,76135.9461152357,272.898948156326,9704803.01245313,0.972076216281161
-3.53085741128906,0.792863050368812,1323.23809978665,86406.2717064798,279.548952351387,16199804.7459825,1.07696061300337
-3.44494992882211,0.693236524578351,5.56675786696371,101258.14358981,288.113816073865,15991626.0861944,1.22455501025322
-2.27181257658914,0.563446906179408,2374.81936100209,75864.6644832651,272.713674153486,10422122.1348688,0.969270639381239
3.60697469515168,0.614910022023466,4954.5444196658,54348.8321855672,255.945461272172,8815422.38071129,0.739860805918881
-2.31831037447116,0.533505427699116,7794.07788113109,36673.1810067408,237.488493772648,5665048.25903656,0.538040715152717
3.36675040308365,0.573647445105006,334.504985461019,97370.5396989677,285.975717594503,12842399.9253488,1.18634455423135
-2.38096186924062,0.571193287844692,8198.39701598316,34589.8179424731,234.860419396109,5800712.03855477,0.513154222646622
4.34085011290409,0.592641935921642,1114.60912207794,88632.1648190819,280.905040706493,12346755.0749559,1.09937092458647
-1.42354881196875,0.54279749446603,7419.91678908348,38690.568205261,239.920540870957,6003967.34180034,0.561883808123879
-2.85964676395046,0.598061758025234,7049.59649517136,40774.8078136995,242.327622781386,6885372.29325153,0.58626985923788
-2.33722682189566,0.533170639346464,8295.91018525195,34101.9901217555,234.226583795862,5356262.32123433,0.507286243274216
1.18083654912133,0.763241027230907,1178.34275443277,87947.3133146641,280.490772096187,15806852.3869312,1.09248736131076
-0.191246463042878,0.527127476224202,4423.42312886211,58314.0199365639,259.397749662396,7974508.26460396,0.783274037133272
-1.37472716981061,0.776645995816414,3462.84599599862,66079.196780658,265.641501026009,12926749.6262344,0.866713023626619
3.55955983874863,0.612525996885132,1445.23348549963,85125.8050004537,278.755982344252,12373056.5859047,1.064019185614
0.928563682381588,0.511638657734598,5185.31796276447,52695.4544514771,254.445433242031,7163905.4788384,0.721582280417915
0.60657501650311,0.595569747291446,5417.85990051376,51070.8433942539,252.933910646661,8142081.267145,0.703515178097197
4.24052445386892,0.718148820831369,1738.04703591039,82115.0318102919,276.852694266582,14112606.5295659,1.03344254388536
-2.01911184643918,0.734632429743987,4633.90412879451,56715.5486962917,258.029623162836,10880250.72683,0.765842800503038
2.76081014455099,0.657661238482945,8912.85882215183,31143.0533909444,230.216417656013,6165283.2663667,0.471340749900229
2.72216732188917,0.702623077216377,4279.93111756646,59424.5145045883,260.330447735818,10783718.9318888,0.795330355588498
-1.16864875842003,0.766650477454922,6105.18167670456,46504.4997411156,248.46631910142,9757745.25511268,0.65213179176253
0.742743783997234,0.515279956098372,3532.28020010802,65491.2594920396,265.190178699298,8518115.98248919,0.860463456589907
-4.35310032387785,0.583313489814344,281.423910704263,97989.5700147674,286.320744580422,13122272.3941598,1.19244802763975
-4.54534472058337,0.510999965135255,2453.4413533287,75120.4403675775,272.202631203363,9381038.45880699,0.961564093494449
0.370421423010527,0.553668647270361,7067.78253809677,40670.3754300447,242.209413502371,6361825.1511144,0.585053717121801
3.0186200780701,0.713025878068825,2908.28560332174,70930.0710322544,269.246143578409,12527966.9781189,0.91789510155978
4.40938708711164,0.713768455323718,678.583941825459,93434.2311154481,283.739204378135,15482706.0818546,1.14735837832419
-3.65000729469124,0.761536382950392,4537.298844235,57444.7397716784,258.657557512472,11389296.3591793,0.773806026254854
0.754038332998306,0.670585117185558,3066.25344763801,69519.8592267266,268.219352590353,11602879.459791,0.903080687352316
-0.233015789459897,0.520414509223482,6555.28456124396,43697.649556418,245.540650351914,6316394.04341468,0.620073105403
-4.93167622460982,0.775469752491486,4698.82338149545,56229.7530909719,257.60764802028,11409862.3658034,0.760526799801999
-1.54351782774442,0.736235719336496,7096.16045758724,40507.8494798773,242.024957025683,8433777.47423356,0.583159877581206
-3.32704946044767,0.579816366361876,7218.60697062808,39812.5924780476,241.229054690917,6554815.82766645,0.57504195738483
3.16779307186651,0.65731066145573,1551.09469061831,84027.1747807408,278.067884510981,13146454.2386362,1.05288600437444
-1.78594208635669,0.795428954806605,1063.53413797678,89184.1038198738,281.237028103151,16650379.1626542,1.10491119745382
0.332794057073148,0.711588792179496,7264.72768455003,39553.2359415998,240.929270050425,8004497.58948645,0.572006783992309
-3.29467204069589,0.751639152716172,5676.66320662632,49310.6957005087,251.251689156929,10004238.2009199,0.683816844175464
1.04299262329331,0.623943186372981,152.807050773745,99502.7209804628,287.156754169971,14201833.1575479,1.20733653815218
-2.18381057689189,0.637150864971479,8061.39460087795,35284.7299476939,235.750935094293,6569411.83848454,0.521486083045399
1.61858204366326,0.663849813084711,4577.50609294428,57140.3328726687,258.396210395862,9888118.86371059,0.77048406372476
2.06589785667348,0.573853592927456,4886.6156849867,54843.4268462066,256.386998047586,8283942.83318289,0.745308005212748
2.66598857239532,0.722417778131916,5429.47645010179,50990.7630334099,252.858403074338,9864405.56671578,0.702621811208219
-0.399644707309292,0.644880429564738,6800.61656083142,42226.5344734779,243.945992354596,7625204.29887128,0.603115016126296
-4.2673934373302,0.691851931142734,7586.76631880524,37780.1427712284,238.836018927766,7514959.49887471,0.55115371697751
-2.53896519229791,0.58402751863858,3256.88714489473,67848.3519656932,266.980233558184,9919007.03398571,0.885455206627124
4.19796942777717,0.539335435007687,731.293849658173,92842.7759547535,283.396589977222,11642294.9502458,1.1414737241966
-3.4095324066192,0.637998993262906,6481.25308964362,44149.6314592578,246.021854917316,7804585.68513891,0.625261320250177
3.54448189391984,0.601770283097122,2776.65689524955,72122.7599609707,270.101730180878,10708811.6883284,0.93037366111452
0.465215021296151,0.732895185660424,7484.70322262494,38334.970862082,239.499429052938,8049780.75588033,0.557698588973767
4.95156299244459,0.729762209228953,3105.59461914289,69172.2079849923,267.963634975571,12578527.603472,0.899419992434839
-4.33023157910211,0.697571934686485,7330.77751446172,39184.1935884362,240.499946155999,7790920.91535127,0.567681450890219
-0.465155262443609,0.536964037091859,1478.98562920185,84774.2689599281,278.536593410188,10812427.2048925,1.06045981813262
-3.93392072057732,0.505523751092551,1105.81437607706,88727.0070976503,280.962206555499,10540405.0101855,1.10032340176883
4.67830443250591,0.663595559466709,7920.37493709057,36011.7817147961,236.667562908911,6949305.05793516,0.530169944909832
-4.97618259137692,0.582709902706612,338.486013899643,97324.240992381,285.949840909652,13040537.2463218,1.18588776514203
2.97682326338487,0.780854575129112,6059.29517695187,46798.6576683999,248.764581349813,9986474.81504959,0.655469884224317
3.40900646420722,0.794834438243988,6475.75756375739,44183.3334547416,246.057575835577,9728803.00428049,0.625647773092901
3.82025086055323,0.580306840011832,3746.48820360356,63704.0774627148,263.797826676577,9392400.8575828,0.841400257120353
-4.25477543353421,0.736706478592144,3206.77924032869,68284.5188241402,267.305934937864,12573499.8401542,0.890061532622254
-0.943748926320133,0.767208960342758,8802.10707481703,31658.3108394096,230.936304013689,7282752.55478871,0.47764530904474
-2.23479533195802,0.67710803419136,3388.98416548516,66709.3091290563,266.121602924346,11352037.823198,0.873399164288546
3.23579314078781,0.762817953154925,3786.02064512112,63378.6094929504,263.540865806713,12298161.7150891,0.837917729312677
-0.603516381367894,0.781768200037703,1349.70791937311,86127.1276529452,279.376898524075,15933631.7356937,1.07414248673041
4.1712938644651,0.65906165234569,2721.87384846091,72623.9106483499,270.457819985004,11790583.8810562,0.935604975382406
-3.0691354920992,0.716199621167312,2633.99445943394,73433.7107494642,271.029036013679,12921847.7727613,0.944043676716304
-2.17791867994092,0.668302698114507,8051.93051499807,35333.1485197476,235.812451652513,6897814.07520901,0.522065442555819
-3.47206650009602,0.50665333738355,2016.19108350027,79335.5211639248,275.044757957248,9697686.04717467,1.00502469681047
-3.57464892729197,0.630134165295718,2607.70256900775,73677.4037087856,271.19993330145,11397863.3616481,0.946579660399456
3.82972016230288,0.691418060481093,3507.55187751505,65700.1599974595,265.350912796152,11457711.2864587,0.862685213398197
0.842147228717885,0.649306620706848,6238.14424507988,45660.5796352012,247.602062406981,8149518.31351728,0.642532604916355
0.616755701685482,0.60446183955272,1263.59705947175,87037.9166200655,279.936619113434,12419378.9139792,1.08333106427192
-3.48330925892896,0.779836914242352,7804.03411320863,36620.6872115101,237.423778264144,8271688.93296176,0.537417022267771
3.71924334997916,0.745837659569205,667.49934799305,93558.9981655183,283.811254238045,16194860.2045689,1.14859883548147
1.24033112970086,0.754421937719576,3959.66184376784,61964.9370316418,262.412198015509,11954979.8669528,0.822751566217273
-1.3889115190767,0.604796331034588,241.466509718454,98457.6514009679,286.58046768683,13655253.726652,1.19705831405644
0.175145115842384,0.6757185374369,6728.60867742206,42654.1010940029,244.414043596757,8051490.45456807,0.608055157364244
-0.933460136405801,0.760514207205196,6165.0258176259,46123.1169347979,248.077332185432,9619001.27626718,0.647797885891477
-4.34749344004631,0.777883115124695,1751.71083070719,81976.6727647811,276.763879600403,15266766.7662638,1.03203233077606
-2.46046581783971,0.697442916395313,5985.11694650834,47277.366431198,249.246739847696,8989263.52953552,0.660893735875325
-3.72353075979852,0.5561125036049,4990.88769592733,54085.7007780565,255.709229976472,7943002.34749806,0.736958977758012
-3.0240716944267,0.694011399281945,7568.20481770823,37880.5586738239,238.956668684896,7553691.25195397,0.552339592652064
-2.4401350598247,0.521260984888841,5005.98257491389,53976.7149881318,255.61111326306,7433756.31015471,0.735756290111081
-0.790599325977847,0.616665150333519,8168.10791526932,34742.4895643912,235.057298550749,6283560.26394004,0.514987434609706
-4.58784815009747,0.696779896853209,3581.18275141412,65079.722847696,264.872312115808,11463151.4452987,0.856082616845357
4.08085097192778,0.778569614331299,3026.33031579813,69874.0981578156,268.478852947312,13523706.9716108,0.906807237457132
